age,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,isVIP,isVerified,city,countDetails,flirtstar,freshman,hasBirthday,highlighted,distance,locked,mobile,online
26,2,9818,278,1,0,0,0,0,881,0,0,0,0,0,227,0,0,1
21,0,6367,328,1,0,0,0,0,659,0,0,0,0,0,2.700000048,0,1,0
23,5,8805,146,1,1,1,0,1,403,0.310000002,0,0,0,0,178,0,1,0
24,1,9702,276,0,0,1,0,0,801,0.600000024,0,0,0,0,120,0,1,1
25,15,14245,1109,1,0,0,0,0,94,0.310000002,0,0,0,0,76.5,0,0,1
19,4,5510,178,1,0,0,0,0,72,0.579999983,0,0,0,0,134,0,0,1
22,12,4567,261,1,1,1,0,0,28,0.730000019,0,0,0,0,131,0,0,0
20,7,1704,27,1,0,0,0,0,72,0.959999979,0,0,0,0,136,0,1,0
24,3,3187,23,1,0,0,0,0,64,0.730000019,0,0,0,0,171,0,1,0
19,5,8842,555,1,1,0,0,0,66,0.349999994,0,0,0,0,184,0,1,1
19,3,6336,155,1,1,0,0,1,1105,0.810000002,0,0,0,0,170,0,1,0
21,5,1295,29,1,1,0,0,0,811,0.850000024,0,0,0,0,145,0,1,0
23,15,6636,387,1,1,0,0,0,189,0.769999981,0,0,0,0,216,0,1,0
21,26,4989,99,0,1,1,0,1,963,0.920000017,0,0,0,0,175,0,1,0
21,3,3264,175,0,1,0,0,1,332,0.689999998,0,0,0,0,51.40000153,0,0,0
23,9,3258,61,0,0,1,1,1,238,0.850000024,0,0,0,0,0,0,1,0
21,10,9629,214,1,1,1,0,1,66,0.620000005,0,0,0,0,165,0,0,0
22,10,9868,771,0,1,0,0,1,308,0.850000024,0,0,0,0,39.59999847,0,1,0
25,7,9852,501,1,1,1,0,0,528,0.540000021,0,0,0,0,1.100000024,0,1,0
19,6,21042,695,0,1,1,0,0,737,0.879999995,0,0,0,0,133,0,1,0
22,4,9708,165,1,1,1,0,0,1075,0.620000005,0,0,0,0,147,0,1,0
23,4,1186,48,1,1,1,0,1,387,0.810000002,0,0,0,0,174,0,1,0
24,12,3095,42,1,1,1,0,1,592,0.699999988,0,0,0,0,405,0,1,1
20,4,7355,257,1,1,1,0,1,243,0.5,0,0,0,0,152,0,1,0
24,7,346,9,1,1,0,0,0,1006,0.810000002,0,0,0,0,230,0,1,0
22,30,6595,155,0,0,1,0,1,263,0.810000002,0,0,0,0,136,0,1,0
19,4,6986,223,0,1,0,0,0,811,0.310000002,0,0,0,0,145,0,0,0
19,5,4366,106,0,0,0,0,1,300,0.920000017,1,0,0,1,241,0,1,1
24,7,8467,170,0,1,0,0,0,933,0.810000002,0,0,0,0,139,0,1,0
21,5,4249,79,1,1,1,0,1,841,0.850000024,0,0,0,0,68,0,1,1
19,5,4669,190,0,0,1,0,0,512,0.959999979,0,0,0,0,54.90000153,0,1,0
24,29,18206,466,1,0,0,0,1,1099,0.769999981,0,0,0,0,173,0,0,0
21,11,1342,22,0,0,1,0,0,105,1,0,0,0,0,82.5,0,1,0
21,16,17517,1169,1,0,0,0,0,494,1,0,0,0,0,10.60000038,0,1,0
21,2,1503,51,0,1,0,0,0,332,0.5,0,0,0,0,50.5,0,0,0
23,4,385,2,0,0,0,0,0,718,0.5,0,0,0,0,175,0,1,0
22,1,8819,186,1,0,0,0,0,94,0,0,0,0,0,409,0,0,1
19,1,22,1,1,1,0,1,0,353,0.379999995,0,0,0,0,50.90000153,0,1,1
21,8,6036,130,1,1,0,0,1,553,0.769999981,0,0,0,0,127,0,1,0
20,1,1193,58,0,0,1,0,0,608,0,0,0,0,0,57.70000076,0,1,0
25,9,2555,85,1,0,0,0,0,731,0.959999979,0,0,0,0,131,0,0,0
25,5,11454,580,0,0,1,0,1,332,0.649999976,0,0,0,0,73.80000305,0,0,1
24,5,4359,290,0,1,0,0,0,372,0.540000021,0,0,0,0,166,0,0,1
24,7,9626,259,1,1,1,0,1,395,0.850000024,0,0,0,0,95,0,1,0
24,5,148,0,0,0,0,0,1,482,0.579999983,1,0,0,1,483,0,1,1
22,13,4613,79,0,0,1,0,0,387,0.959999979,0,0,0,0,175,0,1,0
22,7,23750,813,1,0,0,0,0,945,0.5,0,0,0,0,302,0,1,1
21,3,12421,264,1,1,1,0,1,372,0.959999979,0,0,0,0,164,0,1,1
24,0,31,0,1,1,1,0,0,945,0.419999987,0,0,0,0,329,0,0,1
25,2,2090,19,1,1,1,0,1,963,0.5,0,0,0,0,180,0,1,0
19,27,8337,94,0,1,0,0,1,943,1,0,0,0,0,130,0,1,0
24,5,5005,84,1,1,0,0,0,243,1,0,0,0,0,150,0,1,0
19,1,354,0,0,1,0,0,0,317,0.540000021,0,0,0,0,150,0,1,1
24,9,2103,219,0,1,0,0,0,247,0.959999979,0,0,0,0,60,0,1,0
20,9,821,27,1,1,0,0,1,789,0.689999998,1,0,0,1,218,0,1,1
19,2,12946,300,1,1,1,0,1,385,0.150000006,0,0,0,0,191,0,1,0
19,11,5000,101,1,0,0,0,0,119,0.850000024,0,0,0,0,156,0,1,0
26,11,2297,67,0,1,1,0,0,390,0.850000024,0,0,0,0,431,0,1,0
22,4,8098,168,1,0,0,0,1,1105,0.810000002,0,0,0,0,178,0,1,1
19,9,12788,608,0,1,0,0,1,734,0.379999995,0,0,0,0,132,0,1,0
19,16,1900,98,1,1,0,1,0,966,0.810000002,0,0,0,0,0,0,1,0
21,5,1261,22,1,1,1,0,0,963,0.920000017,0,0,0,0,184,0,1,0
20,18,9958,290,1,1,1,0,0,1048,0.649999976,0,0,0,0,130,0,1,0
19,9,7162,99,1,0,0,1,0,725,0.689999998,0,0,0,0,123,0,1,0
19,3,777,9,1,1,1,0,0,173,0.879999995,0,0,0,0,176,0,1,0
25,9,8914,283,1,1,1,0,0,625,0.879999995,0,0,0,0,161,0,1,1
21,9,4897,101,0,0,1,0,1,447,0.920000017,0,0,0,0,81.90000153,0,1,1
24,6,8354,399,1,0,0,0,0,1105,0.800000012,0,0,0,0,171,0,0,1
19,6,2563,101,0,1,0,0,0,39,0.310000002,0,0,0,0,62.59999847,0,0,0
21,10,1621,9,0,1,0,0,1,339,0.810000002,0,0,0,0,206,0,1,1
22,15,14015,378,1,1,1,0,1,470,0.769999981,0,0,0,0,185,0,1,1
20,3,7777,462,1,1,0,0,0,353,0.649999976,0,0,0,0,55.90000153,0,0,0
20,7,6013,216,0,1,0,0,0,383,0.5,0,0,0,0,49.79999924,0,1,0
26,0,317,8,0,0,0,0,0,456,0.039999999,0,0,0,0,306,0,0,1
24,3,10366,418,1,1,0,0,0,195,0,0,0,0,0,162,0,1,0
20,3,2038,59,1,0,1,0,1,188,0.879999995,0,0,0,0,160,0,1,1
19,1,6360,215,1,0,0,0,0,566,0.810000002,0,0,0,0,84.19999695,0,1,0
22,11,11781,709,0,0,1,0,0,82,0.689999998,0,0,0,0,161,0,0,0
23,5,4586,354,0,1,0,0,0,622,0.920000017,0,0,0,0,374,0,1,1
22,2,321,1,1,1,1,0,0,235,0.579999983,0,0,0,0,400,0,1,1
20,8,5446,120,1,0,0,0,0,79,0.959999979,0,0,0,0,121,0,1,0
24,10,5358,90,0,1,0,0,1,1105,0.810000002,0,0,0,0,174,0,1,0
26,3,6800,237,1,1,1,0,0,323,0.810000002,0,0,0,0,408,0,0,1
23,2,2834,76,0,1,0,0,0,969,0.230000004,0,0,0,0,356,0,1,1
20,16,19662,945,1,0,1,0,0,1075,0.620000005,0,0,0,0,168,0,1,0
24,8,5364,115,1,0,0,0,0,307,0.540000021,0,0,0,0,318,0,0,1
20,16,16903,1253,0,1,1,0,0,1105,0.699999988,0,0,0,0,0,0,0,1
19,7,5663,95,1,1,0,0,0,388,1,0,0,0,0,191,0,1,0
22,6,3759,207,0,0,1,0,1,1030,0.879999995,0,0,0,0,183,0,1,1
20,3,3503,35,1,0,0,0,1,402,0.5,0,0,0,0,162,0,1,0
21,12,2277,59,1,0,0,0,0,332,0.879999995,0,0,0,0,50.09999847,0,1,0
23,5,14329,444,1,1,1,0,1,165,0.959999979,0,0,0,0,294,0,1,0
19,15,9043,744,0,1,0,0,0,518,0.730000019,0,0,0,0,99.09999847,0,1,1
25,6,2519,60,0,1,0,0,0,635,0,0,0,0,0,212,0,1,1
22,1,2844,0,0,0,0,0,0,94,0,0,0,0,0,310,0,1,1
22,1,6086,233,0,0,0,0,0,969,0.540000021,0,0,0,0,359,0,0,1
19,8,827,7,1,1,1,0,0,118,0.850000024,0,0,0,0,178,0,1,1
19,1,1396,25,0,0,0,0,1,959,1,0,0,0,0,49.70000076,0,1,1
23,5,6358,195,1,1,1,0,1,464,0.920000017,0,0,0,0,139,0,1,1
22,8,2408,33,0,0,0,0,0,975,0.649999976,0,0,0,0,163,0,1,0
21,3,1649,70,0,1,0,0,0,191,0,0,0,0,0,1.700000048,0,0,0
22,9,241,3,0,0,0,0,1,323,0.730000019,0,0,0,0,423,0,1,1
22,7,4772,55,1,1,1,0,1,510,1,0,0,0,0,0,0,1,0
19,14,5402,141,0,1,0,0,1,147,1,0,0,0,0,188,0,0,0
23,4,10730,475,0,1,0,0,1,94,0.850000024,0,0,0,0,73.90000153,0,0,1
23,7,5544,202,0,1,0,0,1,963,0.879999995,0,0,0,0,182,0,0,0
22,6,4382,87,1,1,1,0,0,482,0.920000017,0,0,0,0,0,0,1,1
20,3,8060,167,1,1,1,0,0,450,0.419999987,0,0,0,0,78.90000153,0,1,1
21,23,8351,214,0,0,0,0,0,330,0.689999998,0,0,0,0,187,0,1,0
21,4,1090,123,0,0,1,0,0,72,0.620000005,0,0,0,0,129,0,1,0
22,3,1572,17,1,0,0,0,0,1105,0.920000017,0,0,0,0,170,0,1,0
21,13,11117,132,1,0,0,0,1,1065,0.769999981,0,0,0,0,179,0,1,0
23,4,2383,49,1,1,1,0,0,477,0.769999981,0,0,0,0,74.5,0,1,0
20,4,8649,471,1,1,0,0,0,1004,0.850000024,0,0,0,0,128,0,1,0
25,6,6210,184,1,1,1,0,1,945,0.920000017,0,0,0,0,317,0,1,0
22,9,2485,70,0,0,0,0,1,773,0.959999979,0,0,0,0,153,0,1,0
20,3,9245,343,1,0,0,0,1,180,0.230000004,0,0,0,0,122,0,0,1
19,5,7577,191,1,1,0,0,1,834,0.400000006,0,0,0,0,72.09999847,0,0,1
20,12,3716,60,0,0,0,0,1,180,0.879999995,0,0,0,0,120,0,1,0
24,1,252,1,1,1,0,0,0,592,0.620000005,0,0,0,0,404,0,1,1
20,6,5876,89,1,0,0,0,0,1045,0.119999997,0,0,0,0,171,0,1,0
26,0,19,0,1,0,0,0,0,532,0,0,0,0,0,243,0,1,1
21,4,9745,588,0,0,1,0,1,686,0.959999979,0,0,0,0,74.59999847,0,1,1
24,7,2555,57,1,1,0,0,0,270,0.959999979,0,0,0,0,28.39999962,0,1,1
21,2,1813,25,1,0,0,0,0,94,0.540000021,0,0,0,0,113,0,1,1
24,7,9841,242,1,0,0,0,0,326,0.230000004,0,0,0,0,205,0,1,1
21,4,9809,309,0,0,0,0,0,1105,0,0,0,0,0,171,0,0,0
24,7,6446,425,1,1,1,0,0,736,0.920000017,0,0,0,0,32.20000076,0,1,0
19,6,2967,31,1,1,0,0,1,455,0.379999995,0,0,0,0,156,0,1,0
19,12,8182,377,1,1,1,0,1,94,0.920000017,0,0,0,0,83.40000153,0,0,0
22,2,5880,340,1,1,1,0,0,992,0.379999995,0,0,0,0,47.90000153,0,1,1
23,6,3844,118,0,1,0,0,0,411,0.419999987,0,0,0,0,316,0,1,1
24,0,4014,49,1,1,0,0,0,587,0,0,0,0,0,144,0,1,0
19,11,10433,312,1,1,1,0,1,836,0.769999981,0,0,0,0,91.30000305,0,1,1
23,3,3189,165,1,1,1,0,0,311,0.620000005,0,0,0,0,13.19999981,0,0,0
22,5,940,14,1,1,0,0,1,1103,0.810000002,0,0,0,0,161,0,0,1
23,4,3577,95,1,1,1,0,0,579,0.689999998,0,0,0,0,140,0,0,0
25,4,4161,133,1,0,0,0,0,94,0.579999983,0,0,0,0,486,0,1,1
19,1,7475,186,1,1,0,0,1,581,0.579999983,0,0,0,0,162,0,1,0
23,7,5553,231,0,1,1,0,1,94,0.689999998,0,0,0,0,76.5,0,1,0
22,4,5560,86,1,1,1,0,0,242,0.730000019,0,0,0,0,167,0,1,0
20,14,5811,91,1,1,1,0,1,292,0.920000017,0,0,0,0,203,0,1,0
25,9,12238,264,0,0,0,0,0,881,0.730000019,1,0,0,1,210,0,1,1
20,5,4962,177,0,1,0,0,0,246,0.850000024,0,0,0,0,67.5,0,1,1
21,9,7223,123,1,1,1,0,1,1076,0.689999998,0,0,0,0,145,0,0,0
22,5,1683,21,1,1,1,0,0,577,0.349999994,0,0,0,0,0,0,0,0
20,2,10914,338,0,1,0,0,1,1098,0.620000005,0,0,0,0,164,0,1,0
19,4,1375,35,1,1,1,0,1,427,1,0,0,0,0,146,0,1,0
22,3,7629,238,0,0,0,0,1,192,0.579999983,0,0,0,0,1632,0,1,0
23,3,9323,222,1,1,1,0,0,323,0.270000011,0,0,0,0,428,0,1,0
24,2,1129,80,0,1,0,0,0,528,0,0,0,0,0,1,0,0,0
24,5,6210,454,1,1,1,0,0,694,0.540000021,0,0,0,0,50.29999924,0,0,1
24,2,3380,76,1,1,0,0,1,72,0.310000002,0,0,0,0,137,0,1,0
23,6,6245,222,1,1,0,0,0,67,0.730000019,0,0,0,0,14.60000038,0,1,0
26,5,8563,290,0,0,0,0,0,323,0.769999981,0,0,0,0,409,0,1,1
21,7,10601,377,1,0,0,0,0,667,0.730000019,0,0,0,0,156,0,1,0
23,4,4563,68,0,1,1,1,0,323,0.230000004,0,0,0,0,0,0,1,1
25,3,5646,248,0,0,1,0,0,440,0.689999998,0,0,0,0,186,0,1,0
23,7,3173,75,1,1,0,0,1,553,0.920000017,0,0,0,0,136,0,1,0
24,1,4492,105,1,0,0,0,0,94,0,0,0,0,0,77,0,0,1
21,1,2873,93,0,0,1,0,0,1105,0.810000002,0,0,0,0,172,0,1,0
19,8,12715,308,1,0,0,0,1,42,1,0,0,0,0,137,0,1,0
19,5,7319,263,0,0,0,0,0,180,0.649999976,0,0,0,0,77.59999847,0,1,0
20,4,6385,356,1,1,1,0,0,856,0.810000002,0,0,0,0,56.79999924,0,1,1
21,7,3263,81,0,0,0,0,0,459,0.850000024,0,0,0,0,186,0,0,0
22,10,9242,143,1,1,0,0,0,330,0.850000024,0,0,0,0,187,0,1,1
21,9,2721,50,0,1,1,0,1,1074,0.769999981,0,0,0,0,161,0,0,0
21,5,3931,137,0,1,0,0,0,16,0.959999979,0,0,0,0,87.5,0,1,1
19,7,1679,53,1,0,1,0,0,581,0.810000002,0,0,0,0,161,0,1,0
25,10,18201,1565,1,1,1,0,0,72,0.270000011,0,0,0,0,139,0,1,1
19,16,10034,645,1,1,1,0,0,271,0.810000002,0,0,0,0,4.900000095,0,1,0
21,0,288,15,1,1,0,0,0,1112,0.850000024,0,0,0,0,119,0,0,0
25,8,3596,67,1,0,0,0,1,332,0.959999979,0,0,0,0,49.40000153,0,1,0
20,3,8790,106,1,1,1,0,1,1105,0.379999995,0,0,0,0,172,0,1,0
23,1,568,18,1,1,1,1,1,1034,0.810000002,0,0,0,0,36.79999924,0,1,0
22,2,8414,543,1,1,1,0,0,312,0.349999994,0,0,0,0,81.80000305,0,1,0
22,2,4192,100,0,1,0,0,0,330,0.879999995,0,0,0,0,186,0,1,1
21,9,701,5,1,1,0,0,0,833,0.620000005,0,0,0,0,217,0,1,0
24,5,3042,31,1,1,1,0,0,599,0.810000002,0,0,0,0,192,0,0,1
22,3,1531,29,1,1,0,0,0,897,0.730000019,0,0,0,0,162,0,1,1
21,4,10148,183,1,0,0,0,0,963,0.879999995,0,0,0,0,182,0,1,0
25,3,4485,48,1,1,1,0,0,330,0.850000024,0,0,0,0,187,0,1,0
25,7,6978,203,1,1,0,0,0,1105,0.649999976,0,0,0,0,181,0,1,0
19,11,9429,436,1,1,0,0,1,72,0.850000024,0,0,0,0,136,0,1,1
23,5,4395,132,1,1,1,0,0,94,0.769999981,0,0,0,0,76.90000153,0,1,1
19,4,4550,110,1,0,0,0,0,579,0.150000006,0,0,0,0,109,0,0,0
26,3,5780,283,1,0,0,0,0,196,0.310000002,0,0,0,0,323,0,1,1
21,9,5148,291,1,0,0,0,0,353,0.620000005,0,0,0,0,50.90000153,0,1,0
23,3,1357,16,1,0,0,0,1,726,0.540000021,0,0,0,0,141,0,1,0
25,3,12413,746,1,0,1,0,1,198,0.879999995,0,0,0,0,286,0,1,1
20,1,1540,39,1,0,0,0,0,510,0.540000021,0,0,0,0,222,0,0,0
20,4,5941,58,1,0,0,0,0,963,0.5,0,0,0,0,184,0,0,0
24,6,12192,267,1,0,0,0,0,1105,0.920000017,0,0,0,0,161,0,1,0
24,7,17167,973,1,0,0,0,1,1105,0.270000011,0,0,0,0,173,0,1,0
25,5,8559,270,0,0,0,0,0,330,0.920000017,0,0,0,0,184,0,1,1
24,17,6516,174,0,1,1,0,0,467,0.959999979,0,0,0,0,95.5,0,1,1
22,2,8030,247,1,0,0,0,0,407,0.540000021,0,0,0,0,349,0,1,1
20,4,10430,334,1,1,0,0,0,372,0.689999998,0,0,0,0,152,0,1,0
19,3,2386,49,0,0,0,1,0,581,0.850000024,0,0,0,0,0,0,1,0
19,2,8497,601,1,0,0,0,0,36,0,0,0,0,0,47.5,0,1,0
23,2,3542,74,0,1,0,0,0,121,0.5,0,0,0,0,446,0,1,1
21,8,6622,177,1,0,0,0,1,145,0.959999979,0,0,0,0,0,0,1,0
23,5,828,16,0,1,0,0,1,531,0.959999979,0,0,0,0,80.30000305,0,1,1
25,8,17332,782,1,1,1,0,1,581,0.920000017,0,0,0,0,161,0,1,0
19,3,194,0,1,0,0,0,0,94,0.689999998,0,0,0,0,51.29999924,0,1,0
22,4,8186,184,1,1,1,0,0,121,0.379999995,0,0,0,0,474,0,0,1
21,7,10250,643,1,1,0,0,1,48,0,0,0,0,0,52.29999924,0,1,0
24,4,3313,105,1,1,1,0,0,854,0.850000024,0,0,0,0,75.19999695,0,1,1
20,4,11393,293,1,0,0,0,0,1105,0.810000002,0,0,0,0,172,0,1,0
19,4,874,19,1,1,1,1,0,643,1,0,0,0,0,186,0,1,1
20,12,5295,107,1,1,1,0,0,61,0.959999979,0,0,0,0,0,0,1,0
23,26,1957,30,1,0,0,0,0,560,0.879999995,0,0,0,0,169,0,1,0
20,7,1576,42,1,0,0,0,0,754,0.879999995,0,0,0,0,112,0,1,0
22,3,2215,47,0,1,0,0,1,923,0.460000008,0,0,0,0,120,0,1,0
24,8,3952,53,0,1,0,0,0,22,0.850000024,0,0,0,0,135,0,0,0
26,2,4772,111,1,1,1,0,0,982,0,0,0,0,0,332,0,1,1
23,1,3683,131,0,1,0,0,0,94,0.649999976,0,0,0,0,77.30000305,0,0,1
19,1,902,7,1,0,0,0,0,1105,0.079999998,0,0,0,0,173,0,1,0
22,0,10925,628,1,0,0,0,0,72,0,0,0,0,0,141,0,1,0
23,4,8696,567,1,1,0,0,0,98,0.5,0,0,0,0,57.5,0,1,0
22,2,4541,152,1,1,1,0,0,945,0.379999995,0,0,0,0,315,0,0,1
23,1,3949,190,0,1,1,0,0,1105,0,0,0,0,0,160,0,0,1
22,3,2049,75,1,0,0,0,0,528,0,0,0,0,0,40.5,0,1,0
25,3,751,16,0,1,0,0,1,996,0.920000017,0,0,0,0,156,0,1,1
21,3,1180,28,0,1,0,0,0,687,0.540000021,0,0,0,0,242,0,1,0
28,5,0,0,0,0,0,0,1,563,0.200000003,0,0,0,0,723,0,0,1
22,1,7825,187,1,1,1,0,0,945,0.230000004,0,0,0,0,320,0,0,1
22,3,3473,41,0,1,0,0,1,223,0.879999995,0,0,0,0,160,0,1,0
18,1,0,0,0,0,0,0,0,258,0,0,0,0,0,724,0,0,1
24,13,5163,198,1,1,0,0,0,72,0.810000002,0,0,0,0,0,0,0,0
24,4,3781,133,0,1,0,0,0,648,0.039999999,0,0,0,0,38.09999847,0,0,0
23,1,4033,304,1,1,1,0,1,18,0.419999987,0,0,0,0,157,0,0,0
22,6,3366,78,0,0,0,0,1,94,0.769999981,0,0,0,0,83.09999847,0,0,1
19,4,7858,403,1,1,0,1,0,36,0.419999987,0,0,0,0,0,0,1,1
22,17,4088,100,1,0,0,0,0,1105,0,0,0,0,0,160,0,0,0
21,13,6920,90,1,1,0,0,0,733,0.810000002,0,0,0,0,221,0,1,0
20,3,2476,42,1,1,1,0,1,543,1,0,0,0,0,153,0,0,0
20,14,5021,135,1,0,0,0,0,72,0.920000017,0,0,0,0,172,0,1,1
20,4,5457,83,0,0,1,0,0,1105,0.039999999,0,0,0,0,174,0,1,1
23,4,2472,30,1,0,0,0,0,1045,0.5,0,0,0,0,188,0,0,1
26,1,51,0,1,1,0,0,0,795,0,0,0,0,0,261,0,1,1
23,1,4196,207,1,1,1,0,0,353,0.310000002,0,0,0,0,54.59999847,0,0,0
19,4,855,12,1,0,0,1,0,94,0,0,0,0,0,237,0,1,0
20,4,7603,129,0,1,0,0,1,292,0.460000008,0,0,0,0,201,0,1,0
19,3,7443,346,1,0,0,0,0,1105,0.349999994,0,0,0,0,182,0,0,0
19,12,9175,451,1,1,1,0,0,963,0.620000005,0,0,0,0,181,0,0,1
21,2,1943,94,1,0,0,0,0,94,0.039999999,0,0,0,0,77,0,0,1
20,3,5830,119,1,0,0,0,0,481,0.850000024,0,0,0,0,138,0,1,1
23,26,8781,205,1,0,0,0,0,94,0.959999979,0,0,0,0,74.69999695,0,0,0
20,4,5147,413,1,1,0,0,0,99,0.850000024,0,0,0,0,92.40000153,0,0,1
24,8,383,4,0,1,0,0,0,434,0.850000024,0,0,0,0,117,0,1,0
25,4,3886,58,1,1,1,0,0,587,0.310000002,0,0,0,0,144,0,1,1
23,7,7093,228,1,1,1,0,0,94,0.879999995,0,0,0,0,77.30000305,0,0,0
21,8,7001,364,1,1,1,0,1,105,0.769999981,0,0,0,0,89.5,0,1,1
24,7,3413,65,0,1,0,0,0,548,1,0,0,0,0,182,0,1,1
22,2,4492,81,0,0,0,0,1,597,0.270000011,0,0,0,0,358,0,1,0
22,2,735,17,1,1,0,0,0,1089,0.5,0,0,0,0,28.39999962,0,0,1
22,4,4853,242,1,1,0,0,0,94,0.769999981,0,0,0,0,52.59999847,0,0,0
23,4,1626,36,0,1,0,0,1,282,0.879999995,0,0,0,0,174,0,1,0
23,6,3844,87,0,0,0,0,0,94,0.920000017,0,0,0,0,77,0,0,0
19,12,367,2,1,0,0,0,0,631,0.920000017,0,0,0,0,182,0,1,0
20,4,1578,52,1,0,0,0,0,875,0.810000002,0,0,0,0,207,0,1,1
22,6,2383,120,0,1,0,0,0,323,0.769999981,0,0,0,0,427,0,1,1
22,3,1495,50,0,0,1,0,0,34,0.540000021,0,0,0,0,0,0,1,0
19,6,1773,31,1,1,1,0,1,639,0.649999976,0,0,0,0,193,0,1,0
24,4,3276,117,1,1,0,0,0,1002,0.5,0,0,0,0,44.70000076,0,0,0
19,5,5961,285,1,1,1,0,0,528,0,0,0,0,0,23.89999962,0,1,0
19,3,3447,74,1,0,0,0,0,954,0.310000002,0,0,0,0,129,0,1,0
20,5,4099,100,1,0,1,0,0,94,0.769999981,0,0,0,0,70.69999695,0,1,0
22,4,10192,350,0,0,1,0,0,72,0.620000005,0,0,0,0,136,0,0,1
21,2,3849,172,1,0,0,1,0,648,0.039999999,0,0,0,0,0,0,1,0
22,4,2178,67,1,0,0,0,0,72,0.810000002,0,0,0,0,136,0,1,0
21,10,6386,201,1,1,1,0,0,296,0.579999983,0,0,0,0,47,0,1,1
19,3,1494,20,1,1,0,1,1,177,0.959999979,0,0,0,0,140,0,1,0
19,9,2609,37,0,0,1,0,1,1096,0.920000017,0,0,0,0,104,0,1,0
21,4,3797,250,0,0,0,0,1,528,0.850000024,0,0,0,0,0.800000012,0,0,0
23,2,2964,78,0,1,0,0,0,528,0,0,0,0,0,5,0,1,0
23,5,5196,294,0,0,1,0,0,694,0.730000019,0,0,0,0,55.79999924,0,1,0
19,11,3145,63,1,1,1,1,1,625,0.959999979,0,0,0,0,156,0,1,0
19,1,2737,61,1,1,1,0,0,830,0.810000002,0,0,0,0,128,0,1,0
19,3,5822,342,0,0,0,0,0,1089,0.400000006,0,0,0,0,28.79999924,0,1,0
20,7,9969,379,1,1,1,0,0,72,0.689999998,0,0,0,0,136,0,0,1
23,3,2180,53,0,0,0,0,1,758,0.879999995,0,0,0,0,125,0,1,0
22,2,3989,113,0,0,0,0,0,353,0.540000021,0,0,0,0,52.5,0,1,0
22,4,4043,172,1,1,1,0,1,1063,0.419999987,0,0,0,0,477,0,0,1
22,1,3089,55,0,0,1,1,1,707,0.879999995,0,0,0,0,180,0,1,1
22,5,6464,324,0,0,0,0,0,332,0.419999987,0,0,0,0,50.20000076,0,1,0
21,3,4403,85,1,1,0,0,1,528,0.460000008,0,0,0,0,50.09999847,0,0,1
25,3,6189,123,0,1,0,0,0,292,0.189999998,0,0,0,0,200,0,1,1
21,6,814,58,1,1,1,0,0,34,0.959999979,0,0,0,0,78.5,0,0,0
20,8,2706,48,1,1,1,0,0,565,0.810000002,0,0,0,0,149,0,1,0
20,23,4833,86,0,1,0,0,1,330,0.039999999,1,0,0,1,222,0,1,1
20,13,3263,93,0,0,1,1,1,330,0.850000024,0,0,0,0,199,0,1,0
19,3,3321,105,1,1,0,0,0,1020,0.920000017,0,0,0,0,60,0,1,0
20,3,3380,74,0,1,0,0,0,16,0.920000017,0,0,0,0,75.19999695,0,1,0
19,9,5299,148,1,0,0,0,0,72,0.730000019,0,0,0,0,137,0,0,0
22,10,2980,32,0,0,1,0,0,1050,0.579999983,0,0,0,0,110,0,1,1
19,8,6122,182,1,0,0,0,1,1105,0.419999987,0,0,0,0,173,0,1,0
23,4,9024,259,1,1,0,0,1,92,0.899999976,0,0,0,0,313,0,1,1
19,10,4323,108,1,1,0,0,0,157,0.959999979,0,0,0,0,0,0,1,0
19,1,805,64,1,0,0,0,0,122,0,0,0,0,0,51.5,0,1,0
19,4,9971,331,1,1,1,0,1,587,0.730000019,0,0,0,0,144,0,1,0
22,5,2646,23,1,1,1,0,1,239,0.899999976,0,0,0,0,104,0,1,0
25,5,9814,295,0,1,0,0,0,2,0.460000008,0,0,0,0,147,0,1,0
21,22,9266,295,1,0,0,0,0,72,1,0,0,0,0,137,0,1,1
25,7,5061,132,0,1,0,0,0,924,0.810000002,0,0,0,0,185,0,1,0
20,13,2128,40,0,1,0,0,0,1094,0.920000017,0,0,0,0,96.19999695,0,1,0
22,5,2070,31,1,1,1,0,0,476,0.810000002,0,0,0,0,100,0,1,0
19,3,4061,179,1,0,0,0,0,353,0.5,0,0,0,0,51.09999847,0,1,1
20,10,4883,196,1,1,0,0,0,501,0.769999981,0,0,1,0,18.20000076,0,1,1
25,2,1327,41,0,1,0,0,0,956,0,0,0,0,0,20.79999924,0,0,1
23,1,8582,635,0,1,0,0,0,652,0.810000002,0,0,0,0,21.70000076,0,1,0
25,8,2233,86,1,0,1,0,1,934,0.879999995,0,0,0,0,174,0,1,0
23,4,7139,360,1,1,0,0,0,738,0.920000017,0,0,0,0,122,0,1,1
22,6,4499,195,1,0,0,0,0,140,0.920000017,0,0,0,0,173,0,0,0
20,3,984,34,1,1,0,0,0,827,0,0,0,0,0,20.10000038,0,1,1
19,1,5558,175,1,1,1,0,0,704,0,0,0,0,0,3.400000095,0,1,1
23,2,2650,22,0,0,0,0,0,979,0.769999981,0,0,0,0,188,0,1,0
23,5,6224,179,1,1,0,0,1,392,0.579999983,0,0,0,0,438,0,1,1
25,3,10200,389,1,1,1,0,1,872,0.579999983,0,0,0,0,336,0,1,1
