age,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,isVIP,isVerified,city,countDetails,flirtstar,freshman,hasBirthday,highlighted,distance,locked,mobile,online
23,28,32396,1732,1,1,1,0,0,194,0.540000021,0,0,0,0,222,0,1,1
24,3,1158,33,1,1,1,0,0,332,0.810000002,0,0,0,0,53.5,0,0,0
25,3,6641,306,1,0,0,0,1,1053,0.769999981,0,0,1,0,155,0,1,1
23,7,13087,737,0,1,0,0,1,1080,0,0,0,0,0,368,0,1,1
22,7,3306,93,0,1,0,0,1,1044,0.620000005,0,0,0,0,202,0,1,0
25,2,2299,151,1,1,1,0,0,826,0,0,0,0,0,237,0,1,1
24,10,2043,29,1,1,1,0,0,579,0.689999998,0,0,0,0,139,0,1,0
22,4,8954,181,1,1,1,0,1,1105,0.850000024,0,0,0,0,173,0,1,1
26,2,17491,910,1,1,1,0,0,945,0.620000005,0,0,0,0,315,0,1,0
25,5,21928,835,1,1,1,0,0,579,0.800000012,0,0,0,0,140,0,1,1
19,18,19546,240,1,0,0,0,1,239,0.620000005,0,0,0,0,104,0,0,0
24,6,6059,219,1,1,0,0,1,945,0.920000017,0,0,0,0,0,0,1,1
21,21,35180,1222,1,0,0,0,1,947,0.730000019,0,0,0,0,144,0,1,0
23,15,10494,405,1,1,0,0,1,32,1,0,0,0,0,160,0,1,1
21,2,1597,30,1,1,0,0,1,110,0.920000017,0,0,0,0,133,0,1,0
23,2,6782,331,0,0,0,0,0,580,0.810000002,0,0,0,0,23.29999924,0,0,0
21,18,40040,2674,1,1,1,0,1,1105,0.920000017,0,0,0,0,177,0,1,1
23,11,5184,161,0,1,0,0,0,1105,0.689999998,0,0,0,0,173,0,0,1
20,6,7204,181,0,1,0,0,1,330,0.230000004,0,0,0,0,187,0,1,0
22,2,2135,155,1,1,0,0,0,353,0.920000017,0,0,0,0,53.29999924,0,0,0
21,8,10703,756,1,1,0,0,1,78,0.600000024,0,0,0,0,31.79999924,0,1,1
24,5,15301,610,0,0,0,0,0,373,0.879999995,0,0,0,0,538,0,1,0
19,5,16173,894,0,1,0,0,0,72,0.270000011,0,0,0,0,137,0,1,0
22,3,2722,81,1,1,1,0,0,242,0.850000024,0,0,0,0,166,0,0,0
22,3,619,9,1,0,0,0,0,355,1,0,0,0,0,172,0,0,0
23,13,1461,51,1,1,0,1,0,81,0.920000017,0,0,0,0,149,0,1,0
25,3,2575,32,1,1,0,0,1,171,0.5,0,0,0,0,179,0,1,1
20,5,20824,809,1,0,0,1,0,932,0.419999987,0,0,0,0,141,0,1,1
21,9,6181,114,1,0,0,1,0,417,0.689999998,0,0,0,0,175,0,1,0
19,20,5496,129,1,1,1,0,0,823,0.959999979,0,0,0,0,121,0,0,0
19,2,4274,267,1,1,0,0,1,607,0.769999981,0,0,0,0,90.30000305,0,1,0
20,5,2033,203,1,1,0,0,0,226,1,0,0,0,0,66.30000305,0,1,0
22,3,32523,711,1,1,1,0,0,1105,0.349999994,0,0,0,0,136,0,1,0
19,19,5655,84,1,1,1,0,1,694,0.959999979,0,0,0,0,53.29999924,0,1,0
26,5,25459,1004,1,1,1,0,1,65,0.769999981,0,0,0,0,282,0,1,1
20,8,4904,137,1,1,1,0,1,1105,0.850000024,0,0,0,0,173,0,1,0
20,7,4644,91,1,1,1,0,0,1105,0.600000024,0,0,0,0,613,0,1,0
20,1,2016,20,1,1,1,0,0,73,0.379999995,0,0,0,0,136,0,0,0
19,8,8362,555,1,1,0,0,0,659,0.879999995,0,0,0,0,9.899999619,0,0,0
23,1,6352,214,0,1,0,0,0,324,0.879999995,0,0,0,0,428,0,1,1
22,8,3930,48,1,1,0,0,1,218,0.959999979,0,0,0,0,151,0,1,0
22,4,8548,137,1,0,0,0,1,1075,0.920000017,0,0,0,0,185,0,1,0
20,3,9370,1414,1,1,1,0,0,659,1,0,0,0,0,18,0,0,0
26,0,156,13,1,0,0,0,0,1105,0,0,0,0,0,164,0,1,1
22,7,3920,77,1,1,1,0,0,265,0.579999983,0,0,0,0,162,0,1,1
20,7,8123,588,1,0,0,0,0,528,0.769999981,0,0,0,0,10.69999981,0,1,0
20,9,1269,17,0,0,0,0,1,94,0.620000005,0,0,0,0,71.40000153,0,1,0
25,4,5915,183,1,1,1,0,0,330,0.579999983,0,0,0,0,195,0,0,0
23,2,7191,112,0,1,0,0,0,579,0.810000002,0,0,0,0,147,0,1,0
22,2,2502,34,1,0,0,0,0,456,0.119999997,0,0,0,0,312,0,0,1
19,2,3343,113,1,0,0,0,0,96,0.419999987,0,0,0,0,77,0,1,0
23,18,12632,904,1,1,0,0,0,971,0.810000002,0,0,0,0,74.59999847,0,1,1
22,6,1709,41,1,1,0,0,1,578,0.850000024,0,0,0,0,332,0,1,1
19,2,6542,313,1,1,1,0,0,94,0,0,0,0,0,1.600000024,0,0,0
23,12,2642,83,1,0,0,0,1,963,0.920000017,0,0,0,0,174,0,0,0
23,12,8782,314,1,1,1,0,1,144,0.920000017,1,0,0,1,327,0,0,1
19,17,6358,176,1,0,0,0,0,94,0.649999976,0,0,0,0,77,0,1,0
19,11,7619,188,0,1,0,0,0,268,0.920000017,0,0,0,0,145,0,1,1
20,6,1002,127,0,0,1,0,0,94,1,0,0,0,0,22.79999924,0,1,0
24,3,8008,152,1,0,0,0,0,482,0.810000002,0,0,0,0,316,0,1,1
19,6,23213,949,1,1,0,0,0,43,0.119999997,0,0,0,0,162,0,1,0
23,5,19967,1112,1,1,1,0,0,855,0.879999995,0,0,0,0,169,0,1,1
21,5,12228,389,0,0,0,0,0,94,0.349999994,0,0,0,0,212,0,1,0
24,9,3948,87,1,1,1,0,0,999,0.879999995,0,0,0,0,151,0,1,0
24,1,486,3,1,1,1,0,0,319,0.879999995,0,0,0,0,172,0,1,0
21,24,14422,556,1,0,0,0,0,94,0.5,0,0,0,0,117,0,1,0
23,24,24790,733,0,1,0,0,0,963,0.920000017,0,0,0,0,176,0,1,0
25,3,3511,69,1,1,1,0,0,838,0.689999998,0,0,0,0,139,0,1,1
24,11,6640,116,1,1,1,0,1,94,1,0,0,0,0,130,0,1,0
25,1,12,0,1,1,0,0,0,215,0,0,0,0,0,80.5,0,1,1
21,4,9338,436,1,0,1,0,1,332,0.540000021,0,0,0,0,56.59999847,0,0,1
24,3,6476,202,1,1,0,1,0,221,0.769999981,0,0,0,0,0,0,1,0
20,22,14230,556,1,1,0,0,0,963,0.649999976,0,0,0,0,176,0,1,0
21,3,7584,214,0,1,0,0,0,590,0.899999976,0,0,0,0,0,0,1,0
26,11,47248,2265,0,0,0,0,1,635,0.419999987,0,0,0,0,231,0,1,0
19,7,5258,133,1,1,1,0,1,330,1,0,0,0,0,189,0,1,0
21,12,15230,773,0,0,1,0,0,419,0.5,0,0,0,0,90,0,1,0
19,5,1766,17,1,0,0,1,0,586,1,0,0,0,0,198,0,1,1
23,4,26204,864,1,1,0,0,1,94,0.769999981,0,0,0,0,77.5,0,1,0
25,4,5177,164,1,1,1,0,0,330,0.730000019,0,0,0,0,187,0,0,0
22,1,6814,231,1,1,1,0,0,1058,0.419999987,0,0,0,0,223,0,0,1
21,4,11292,0,0,0,0,0,0,94,0,0,0,0,0,9.399999619,0,1,0
19,0,10070,331,1,0,1,0,0,737,0.300000012,0,0,0,0,133,0,1,0
22,11,18391,1222,0,0,1,0,0,974,0.879999995,0,0,0,0,157,0,1,0
25,1,1546,47,0,0,0,0,0,946,0.810000002,0,0,0,0,333,0,1,1
21,3,607,26,1,1,1,0,0,956,0.920000017,1,0,0,1,22,0,1,1
25,4,1547,8,1,1,0,0,0,404,0.400000006,0,0,0,0,0,0,1,1
19,17,11831,883,1,1,0,0,1,220,0.620000005,0,0,0,0,19,0,0,0
20,4,3328,58,1,1,1,0,1,204,0.920000017,0,0,0,0,176,0,1,0
20,6,519,8,0,1,0,0,1,742,0.959999979,0,0,0,0,182,0,1,1
19,8,2393,144,0,1,0,1,1,148,1,0,0,0,0,0,0,1,1
20,2,285,3,0,1,0,0,0,845,0.810000002,0,0,0,0,168,0,1,0
19,22,11965,1019,0,0,0,0,0,588,0.879999995,0,0,0,0,144,0,1,0
23,3,3500,154,0,0,0,0,0,544,0.620000005,0,0,0,0,53.59999847,0,1,0
20,9,8834,413,0,1,0,0,0,321,0.920000017,0,0,0,0,41.40000153,0,1,0
22,3,3542,120,1,1,1,0,0,1098,0.899999976,0,0,0,0,157,0,1,1
19,7,5535,157,1,0,0,0,0,66,1,0,0,0,0,168,0,1,0
20,0,1472,86,0,1,0,0,0,105,0,0,0,0,0,82.40000153,0,0,0
23,4,13495,826,1,1,1,0,0,64,0.810000002,0,0,0,0,156,0,1,0
20,3,6068,166,1,1,0,0,0,396,0.769999981,0,0,0,0,95.19999695,0,1,1
24,6,17009,392,0,1,0,0,0,94,0.419999987,0,0,0,0,96.69999695,0,1,0
20,4,5733,297,1,0,0,0,0,94,0.119999997,0,0,0,0,62.5,0,1,0
22,1,943,28,0,0,1,0,0,482,0.460000008,0,0,0,0,465,0,1,1
22,2,9933,194,1,1,1,0,0,94,0.5,0,0,0,0,206,0,1,0
24,5,6812,190,0,0,0,0,0,581,0,0,0,0,0,156,0,1,1
24,21,7030,177,0,0,0,0,1,866,0.959999979,0,0,0,0,160,0,1,0
24,13,11843,533,1,1,0,0,1,1105,0.379999995,0,0,0,0,172,0,1,1
19,1,17441,0,0,0,0,0,0,94,0,0,0,0,0,4,0,1,0
19,9,22809,912,1,1,1,0,1,913,0.620000005,0,0,0,0,80,0,1,0
24,10,12199,282,1,1,1,0,0,604,0.899999976,0,0,0,0,0,0,0,1
21,25,13363,202,1,1,0,0,0,1105,0.959999979,0,0,0,0,183,0,1,1
25,5,1960,53,1,1,0,0,0,907,0.730000019,0,0,0,0,151,0,1,1
20,4,7374,384,1,1,1,0,0,775,0.879999995,0,0,0,0,49,0,1,0
20,6,22016,827,1,0,0,0,0,874,0.850000024,0,0,0,0,216,0,1,0
19,6,43430,1164,0,1,0,0,0,1081,0.810000002,0,0,0,0,171,0,1,1
22,3,84,0,0,0,1,0,0,903,0.800000012,0,0,0,0,79.69999695,0,0,0
22,12,5112,106,1,1,0,0,1,620,0.649999976,0,0,0,0,159,0,1,0
25,3,16339,572,1,1,1,0,0,681,0.620000005,0,0,0,0,267,0,0,1
19,7,4632,75,1,1,1,0,1,72,0.920000017,0,0,0,0,139,0,1,0
19,4,3926,91,1,1,0,0,0,28,0.730000019,0,0,0,0,120,0,1,0
26,2,11592,545,1,1,0,0,0,323,0.689999998,0,0,0,0,427,0,1,1
19,10,3215,72,1,1,0,0,0,988,0.959999979,0,0,0,0,182,0,1,0
22,9,10947,326,0,1,0,0,0,162,0.189999998,0,0,0,0,174,0,1,0
23,6,717,19,0,0,1,0,0,482,0.649999976,0,0,0,0,495,0,1,1
19,1,1312,76,1,0,0,0,0,666,0.769999981,0,0,0,0,147,0,0,0
25,9,17416,1791,1,1,0,0,1,528,0.879999995,0,0,0,0,0.800000012,0,1,0
22,3,1382,11,0,1,0,0,0,739,0.689999998,0,0,0,0,153,0,1,0
19,21,9081,321,1,0,1,0,0,957,0.920000017,0,0,0,0,79.40000153,0,1,1
23,6,997,35,0,1,0,0,0,734,0.920000017,0,0,0,0,131,0,1,0
22,2,9826,494,1,1,0,0,0,765,0.689999998,0,0,0,0,50.59999847,0,1,1
19,3,2279,35,1,0,0,0,0,99,0,0,0,0,0,51.79999924,0,1,0
22,1,1646,24,0,0,0,0,0,205,0.579999983,0,0,0,0,167,0,1,0
24,3,5781,352,1,1,0,0,0,482,0.730000019,0,0,0,0,495,0,0,1
21,3,1020,19,0,1,0,0,0,373,0.419999987,0,0,0,0,167,0,1,1
19,4,4442,217,0,0,0,0,0,632,0.460000008,0,0,0,0,64.09999847,0,1,1
23,4,6427,462,0,1,1,0,0,528,0.920000017,0,0,0,0,0.100000001,0,0,0
21,10,19921,1025,1,0,0,0,0,517,0.620000005,0,0,0,0,125,0,1,1
21,10,20966,797,1,0,0,0,1,432,0.5,0,0,0,0,108,0,1,1
21,12,43587,1425,1,1,1,0,1,1105,0.959999979,0,0,0,0,183,0,1,0
21,13,11219,465,1,1,1,0,0,310,0.920000017,0,0,0,0,128,0,1,0
25,5,4016,72,1,1,1,0,0,72,0.769999981,0,0,0,0,139,0,1,0
22,14,12495,650,1,1,0,0,0,546,0.689999998,0,0,0,0,183,0,1,1
20,22,15079,447,0,1,1,0,1,596,0.460000008,0,0,0,0,132,0,1,0
25,6,1345,36,0,1,0,1,0,638,0.150000006,0,0,0,0,149,0,1,0
22,4,1517,52,0,1,0,0,0,917,0.600000024,0,0,0,0,216,0,1,1
23,0,23,1,1,1,0,0,0,60,0.649999976,0,0,0,0,380,0,0,1
22,4,12249,345,1,0,0,0,0,72,0.460000008,0,0,0,0,135,0,1,0
22,3,17888,777,1,1,1,0,0,353,1,0,0,0,0,0.200000003,0,1,0
23,5,1448,40,1,0,0,0,1,346,0.959999979,0,0,0,0,222,0,1,0
20,22,2392,29,0,1,0,0,0,124,0.730000019,0,0,0,0,170,0,1,1
24,6,3075,131,1,1,1,0,1,320,0.920000017,0,0,0,0,220,0,1,0
23,5,9125,679,1,0,0,0,1,986,0.730000019,0,0,0,0,163,0,1,1
19,4,3705,50,1,1,0,0,1,579,0.879999995,0,0,0,0,140,0,1,0
19,1,1378,43,1,1,1,0,0,94,0.810000002,0,0,0,0,19.79999924,0,0,1
24,3,632,36,1,1,0,0,0,353,0.189999998,0,0,0,0,52.59999847,0,1,0
23,3,510,13,0,1,0,0,0,867,1,0,0,0,0,143,0,1,0
20,11,5374,137,0,1,1,0,0,94,0.850000024,0,0,0,0,133,0,1,0
19,29,7312,121,0,1,0,0,0,250,0.620000005,0,0,0,0,196,0,0,0
24,7,12287,307,1,0,0,0,0,957,0.769999981,0,0,0,0,84.40000153,0,1,0
26,1,475,101,0,0,1,0,0,1110,1,0,0,0,0,490,0,1,1
23,4,9206,363,0,1,1,0,0,94,0.810000002,0,0,0,0,76.69999695,0,1,0
25,11,4139,104,1,1,1,0,1,1010,1,0,0,0,0,96.90000153,0,1,0
20,1,1916,63,1,0,0,0,0,365,0.649999976,0,0,0,0,437,0,1,1
20,2,3573,37,1,1,1,0,0,421,0.579999983,0,0,0,0,145,0,1,0
24,8,1815,41,1,1,1,0,1,999,0.850000024,0,0,0,0,194,0,1,0
20,5,4413,62,1,1,0,0,1,508,0.959999979,1,0,0,1,121,0,0,0
20,12,1068,34,1,1,0,1,0,1108,0.959999979,0,0,0,0,185,0,1,0
19,1,5520,156,1,0,0,0,0,371,0.620000005,0,0,1,0,94.09999847,0,1,0
19,6,9112,200,1,1,0,0,0,542,0.730000019,0,0,0,0,171,0,1,0
24,15,16303,1613,0,1,0,0,0,528,0.579999983,0,0,0,0,4.800000191,0,0,1
22,7,4405,144,1,0,1,0,1,844,0.879999995,0,0,0,0,408,0,0,1
24,6,4083,102,1,1,1,0,0,768,0.230000004,0,0,0,0,174,0,0,0
22,3,2365,98,1,1,0,0,0,972,0.540000021,0,0,0,0,240,0,1,1
25,3,19876,583,1,1,0,0,0,844,0.5,0,0,0,0,407,0,1,1
23,2,4130,139,1,1,0,0,0,511,0.689999998,0,0,0,0,44.5,0,0,0
21,22,5094,93,1,1,0,0,0,581,1,0,0,0,0,160,0,0,0
20,8,9367,342,0,0,1,0,0,94,0.959999979,0,0,0,0,99.69999695,0,1,0
20,9,5616,81,1,1,1,0,1,819,1,0,0,0,0,208,0,1,0
24,5,3595,121,0,1,0,1,0,620,0.850000024,0,0,0,0,159,0,1,0
24,2,4926,116,0,1,0,0,0,963,0.460000008,0,0,0,0,176,0,1,0
20,6,3059,69,1,0,0,0,0,963,0.379999995,0,0,0,0,177,0,1,1
21,13,13544,233,1,1,1,0,0,1078,0.769999981,0,0,0,0,139,0,1,0
24,9,23192,1224,1,1,0,0,1,1105,1,0,0,0,0,191,0,0,1
24,7,3884,111,0,1,0,0,0,414,0,0,0,0,0,207,0,1,0
24,6,2257,23,0,1,0,0,1,886,0.879999995,0,0,0,0,154,0,1,0
25,29,14147,529,1,1,0,0,1,273,0.879999995,0,0,0,0,185,0,1,1
19,7,23948,876,0,0,0,0,0,135,0.5,0,0,0,0,158,0,1,0
19,5,5723,282,1,1,0,0,0,537,0.310000002,0,0,0,0,1.700000048,0,1,0
21,17,12314,896,1,1,0,0,0,956,0.620000005,0,0,0,0,18.60000038,0,1,0
20,5,27206,1902,0,0,1,0,1,72,0.419999987,0,0,0,0,137,0,1,0
26,0,622,35,0,1,0,0,0,357,0.850000024,0,0,0,0,362,0,1,0
21,2,443,22,1,1,0,0,0,1013,0,0,0,0,0,17.70000076,0,0,0
23,8,7026,289,0,1,0,0,0,947,0.620000005,0,0,0,0,140,0,1,0
20,6,1624,123,1,1,1,0,0,659,1,0,0,0,0,6918,0,0,0
23,8,13966,455,0,1,0,0,1,63,0.850000024,0,0,0,0,416,0,1,1
19,7,918,63,0,1,0,0,0,47,0.920000017,0,0,0,0,108,0,1,1
19,6,333,8,1,0,0,0,0,878,1,0,0,0,0,180,0,1,0
23,6,7718,531,1,0,0,0,1,1089,0.730000019,0,0,0,0,7.099999905,0,1,1
25,14,4485,84,1,1,1,0,0,444,0.850000024,0,0,0,0,97.80000305,0,1,1
24,6,6132,127,0,1,0,1,1,94,0.730000019,0,0,0,0,79,0,1,0
22,4,13434,646,0,1,0,0,1,121,0.879999995,1,0,0,1,448,0,1,1
20,5,11861,288,0,0,0,0,0,231,0.189999998,0,0,0,0,7.199999809,0,1,0
21,5,4346,343,0,1,0,0,0,581,0.810000002,0,0,0,0,165,0,1,0
21,25,22696,713,1,1,1,0,1,94,0.959999979,0,0,0,0,87.19999695,0,1,0
20,12,7259,230,1,1,1,0,1,99,0.959999979,0,0,0,0,95.09999847,0,1,1
19,6,2924,116,1,0,0,0,0,1035,0.920000017,0,0,0,0,163,0,1,0
21,6,4650,54,0,1,1,0,1,884,0.600000024,0,0,0,0,131,0,0,1
19,4,7081,126,1,1,1,0,0,1105,0.379999995,0,0,0,0,181,0,1,0
20,5,476,23,1,0,0,0,0,322,0.649999976,0,0,0,0,178,0,0,0
25,0,189,2,1,0,1,1,0,292,0.620000005,0,0,0,0,0,0,1,0
22,10,6684,141,0,1,0,0,1,1097,0.769999981,0,0,0,0,159,0,1,0
20,6,11006,320,1,1,0,0,0,34,0.879999995,0,0,0,0,84.09999847,0,1,1
19,6,10213,309,1,0,0,0,0,289,0.810000002,0,0,0,0,173,0,1,0
20,3,5236,257,1,1,0,0,0,608,0.5,0,0,0,0,67.59999847,0,1,0
24,26,16834,437,1,1,0,1,0,510,0.810000002,0,0,0,0,223,0,1,0
22,2,26119,1233,1,1,1,0,0,830,0.349999994,0,0,0,0,130,0,1,1
25,5,2246,73,1,1,0,0,0,500,0.879999995,0,0,0,0,0.300000012,0,0,0
20,19,14198,389,0,1,0,0,0,963,0.879999995,0,0,0,0,204,0,1,1
20,3,2081,41,1,1,1,0,1,256,0.879999995,0,0,0,0,149,0,1,0
23,12,12888,403,1,1,0,0,1,1105,0.730000019,0,0,0,0,177,0,1,1
20,16,9922,430,0,0,1,0,1,55,0.920000017,0,0,0,0,160,0,0,0
19,6,19610,1329,0,1,0,0,0,1005,0.810000002,0,0,0,0,17.29999924,0,1,1
25,16,1780,36,1,1,1,0,1,553,0.769999981,0,0,0,0,136,0,1,1
23,2,351,13,0,1,0,0,0,575,0.850000024,0,0,0,0,230,0,1,0
21,8,6046,157,1,0,0,0,0,105,0.730000019,0,0,0,0,108,0,0,0
21,10,8885,186,0,0,1,0,0,587,1,0,0,0,0,147,0,1,0
22,2,704,25,0,1,0,0,0,94,0.920000017,0,0,0,0,47.20000076,0,1,1
20,18,7752,209,1,1,0,0,1,1044,0.959999979,0,0,0,0,207,0,1,0
23,5,10197,219,1,1,1,0,1,1077,0.920000017,0,0,0,0,164,0,1,0
20,5,2728,45,0,0,1,0,0,444,0.419999987,0,0,0,0,96.5,0,1,0
23,3,2410,85,1,0,0,0,0,96,0,0,0,0,0,77,0,0,0
24,5,6645,295,0,1,0,0,0,579,0.920000017,0,0,0,0,129,0,1,0
21,4,5074,84,0,1,1,0,0,110,0.810000002,0,0,0,0,117,0,1,0
22,5,1270,15,1,1,1,0,0,555,0.310000002,0,0,0,0,441,0,0,1
23,1,9602,187,0,0,0,0,0,579,0.310000002,0,0,0,0,140,0,1,0
26,5,1858,37,1,1,1,0,0,482,0.959999979,0,0,0,0,490,0,1,1
20,11,5767,152,0,1,1,0,1,1105,0.850000024,0,0,0,0,0,0,0,0
19,11,2924,37,0,1,0,0,0,963,1,0,0,0,0,176,0,1,0
20,3,6643,186,1,1,0,0,0,881,0.419999987,0,0,0,0,179,0,1,0
23,1,2076,58,1,0,0,0,0,858,0.959999979,0,0,0,0,75.59999847,0,0,0
22,5,6399,314,1,1,0,0,1,1054,0.419999987,0,0,0,0,345,0,1,0
21,4,6719,325,0,1,0,0,0,99,0.959999979,0,0,0,0,75.19999695,0,0,0
19,10,2817,168,1,1,0,0,1,663,1,0,0,0,0,115,0,1,1
25,5,9046,171,1,1,1,0,0,330,0.730000019,0,0,0,0,187,0,0,0
19,6,4860,214,1,1,1,0,0,860,0.959999979,0,0,0,0,129,0,1,0
19,5,9841,300,0,0,0,0,0,959,1,0,0,0,0,52.20000076,0,1,0
23,9,4875,91,1,1,1,0,1,587,0.730000019,0,0,0,0,145,0,1,0
22,3,999,57,1,1,0,0,0,836,0.920000017,0,0,0,0,90.80000305,0,1,1
20,10,19708,825,0,1,0,0,1,416,0.600000024,0,0,0,0,0,0,1,1
19,8,2302,132,1,1,0,1,0,372,0.730000019,0,0,0,0,4880,0,1,0
20,7,3869,79,1,0,0,1,0,510,1,0,0,0,0,0,0,1,0
19,11,2865,55,1,0,0,1,0,798,0.649999976,0,0,0,0,0,0,0,0
24,6,5917,136,0,1,0,0,0,371,0.310000002,0,0,0,0,94,0,1,0
21,6,6931,126,0,0,1,0,0,94,0,0,0,0,0,80.59999847,0,1,0
21,3,11919,260,1,1,1,0,1,584,0.850000024,0,0,0,0,70,0,1,0
20,7,516,10,0,1,0,0,1,771,1,0,0,0,0,151,0,1,0
23,4,9997,201,1,1,0,0,0,963,1,0,0,0,0,180,0,0,0
23,2,194,6,0,0,0,0,0,963,0.379999995,0,0,0,0,179,0,1,0
19,3,7029,171,0,0,0,0,0,153,0.959999979,0,0,0,0,160,0,1,1
23,0,18,1,1,1,1,0,0,480,0.419999987,0,0,0,0,349,0,1,1
20,15,7113,111,1,1,1,0,1,880,0.879999995,0,0,0,0,178,0,1,0
20,8,2369,46,1,0,1,0,0,932,0.879999995,0,0,0,0,137,0,1,0
20,4,1852,65,1,0,0,0,0,34,0,0,0,0,0,82.09999847,0,1,1
19,14,1022,17,1,1,0,0,1,246,0.850000024,0,0,0,0,108,0,1,0
21,11,5442,278,1,0,1,0,0,579,0.689999998,0,0,0,0,142,0,1,0
21,30,51809,4114,1,1,1,1,1,232,1,0,0,0,0,162,0,1,0
20,10,3277,20,1,0,0,0,0,151,0.730000019,0,0,0,0,171,0,1,0
23,6,16729,414,1,0,0,0,0,2,0,0,0,0,0,143,0,1,1
22,4,19444,421,1,1,1,0,1,159,0.879999995,0,0,0,0,217,0,0,1
25,20,35086,680,0,1,1,0,1,61,0.850000024,0,0,0,0,175,0,1,0
19,6,3596,49,1,1,0,0,0,1105,0.579999983,0,0,0,0,172,0,1,0
21,4,1503,23,1,1,1,0,1,292,1,0,0,0,0,198,0,1,0
20,12,2900,32,1,1,1,0,1,330,0.769999981,1,0,0,1,186,0,1,0
21,2,8060,285,0,1,1,0,0,522,0.689999998,0,0,0,0,182,0,1,1
19,2,96,1,1,1,1,0,0,94,0.689999998,0,0,0,0,38.09999847,0,1,0
20,4,6515,173,1,1,1,1,0,330,0.310000002,0,0,0,0,201,0,1,1
23,1,1326,57,1,1,1,0,0,96,0,0,0,0,0,76.09999847,0,0,0
24,5,3840,79,0,1,0,0,0,1017,0.959999979,0,0,0,0,152,0,1,1
24,4,4323,41,0,1,1,0,0,1105,0.189999998,0,0,0,0,176,0,0,0
19,3,1499,51,0,1,0,0,0,6,0.579999983,0,0,0,0,168,0,0,0
20,6,6123,110,1,1,0,0,1,930,0.959999979,0,0,0,0,167,0,1,0
23,5,1490,38,0,0,0,0,0,217,1,0,0,0,0,40.29999924,0,1,0
22,9,4356,220,1,1,1,0,1,773,1,0,0,1,0,152,0,1,0
19,4,1131,6,1,0,0,0,1,673,0.879999995,0,0,0,0,140,0,1,0
20,3,11758,474,0,1,0,0,0,651,0.769999981,0,0,0,0,15.5,0,1,0
21,6,5621,153,1,1,0,0,1,811,0.850000024,0,0,0,0,145,0,0,1
22,9,7103,854,0,1,0,1,1,14,0.920000017,0,0,0,0,165,0,1,0
19,1,387,3,1,1,0,0,0,94,0,0,0,0,0,48,0,1,0
20,1,9334,304,1,0,0,0,0,755,0.270000011,0,0,0,0,173,0,1,1
22,3,8308,136,0,1,0,0,0,323,0,0,0,0,0,422,0,1,1
19,6,12937,317,0,1,0,1,0,330,0.810000002,0,0,0,0,187,0,1,1
20,13,12690,798,1,1,1,0,1,230,0.810000002,0,0,0,0,211,0,1,0
23,4,9818,529,0,1,0,0,1,107,0.769999981,0,0,0,0,84.40000153,0,0,0
22,5,55,4,1,1,0,0,1,94,0.579999983,0,0,0,0,351,0,1,1
19,2,3604,70,1,1,0,0,0,1064,0.649999976,0,0,0,0,166,0,0,0
22,2,4688,188,1,1,1,0,0,687,0,0,0,0,0,243,0,1,1
20,4,4861,98,0,1,0,0,1,829,0,0,0,0,0,140,0,1,0
19,15,1745,46,0,0,0,0,1,647,0.620000005,0,0,0,0,138,0,1,0
25,10,10710,811,1,1,1,0,0,528,0.920000017,0,0,0,0,38.70000076,0,1,0
19,1,10131,371,0,0,0,0,0,528,0.769999981,0,0,0,0,4.300000191,0,1,1
22,5,3544,177,0,0,0,0,0,910,0.920000017,0,0,0,0,477,0,1,1
22,14,9632,241,0,1,1,0,0,482,0.620000005,0,0,0,0,456,0,1,1
23,6,1992,39,1,1,1,0,1,945,0.959999979,0,0,0,0,319,0,1,1
21,5,3458,103,0,1,0,0,0,1005,0,0,0,0,0,41.70000076,0,1,0
25,5,4304,82,1,1,1,0,1,1021,0.810000002,0,0,0,0,163,0,0,1
22,12,11007,387,0,1,0,0,0,524,0.920000017,0,0,0,0,62.09999847,0,1,0
19,4,20140,1135,0,1,0,0,0,1105,0.150000006,0,0,0,0,176,0,1,0
24,4,535,9,1,1,1,0,1,581,0.230000004,0,0,0,0,163,0,1,0
19,6,3232,218,1,1,0,0,1,743,0.920000017,0,0,0,0,23.20000076,0,1,1
20,4,4079,62,1,1,1,0,0,1105,0.879999995,0,0,0,0,170,0,1,0
23,4,2587,42,1,1,1,0,0,1105,0.879999995,0,0,0,0,169,0,1,0
20,3,14905,763,0,1,0,0,0,960,0.230000004,0,0,0,0,47.90000153,0,1,0
20,0,1269,56,1,0,0,0,0,212,0.899999976,0,0,0,0,54,0,1,0
22,17,12607,480,1,1,1,0,0,982,0.920000017,0,0,0,0,327,0,1,1
19,2,7606,160,1,0,0,0,0,36,0,0,0,0,0,16.10000038,0,1,0
19,7,3020,255,1,1,1,0,1,734,0.920000017,0,0,0,0,132,0,0,0
21,4,1590,23,1,0,1,0,0,94,0.730000019,0,0,0,0,74.40000153,0,0,0
24,6,16013,782,1,1,1,0,0,1105,0.850000024,0,0,0,0,147,0,0,0
23,3,12249,327,1,0,0,0,0,620,0.579999983,0,0,0,0,162,0,1,0
20,4,2237,139,0,1,0,0,0,489,0,0,0,0,0,29,0,1,0
23,2,5206,102,0,1,0,0,0,1105,0.579999983,0,0,0,0,171,0,1,0
